id,date,hours_worked,performed_tasks,employee_id,facility_id,salary_amount,bonus
255,2025-03-15,2,[],65120677783,EJE533apv,403.0,0.0
18,2025-04-01,2,"[561, 900]",15720759071,APV440ysv,945.0,660.0
454,2025-03-25,5,[146],65020111422,DQI566ecs,567.0,500.0
961,2025-05-26,1,"[385, 939]",97042365105,APV440ysv,999.0,790.0
989,2025-04-01,7,"[452, 939, 959]",77012675986,EJE533apv,217.0,940.0
591,2025-05-17,1,"[146, 961]",15720759071,EJE533apv,2511.0,1000.0
571,2025-05-16,5,"[447, 946]",16102016795,EJE533apv,2133.0,790.0
473,2025-05-24,5,[978],85100927297,DQI566ecs,837.0,140.0
223,2025-05-30,8,"[447, 867, 939]",75020759171,APV440ysv,1782.0,1140.0
225,2025-04-07,6,"[675, 867, 903, 939, 964]",99052424159,DQI566ecs,608.0,975.0
760,2025-06-31,8,"[146, 452, 956]",65102880642,EJE533apv,1444.0,940.0
924,2025-04-05,1,[956],79112415509,APV440ysv,405.0,300.0
152,2025-06-03,4,"[146, 956",68011810139,ICE284hap,108.0,800.0
269,2025-03-19,7,"[304, 387, 900]",88091613479,ICE284hap,621.0,600.0
556,2025-06-02,4,[],81050936019,DQI566ecs,961.0,0.0
993,2025-06-28,1,[987],88091613479,DQI566ecs,1080.0,290.0
609,2025-04-10,3,[146],84731091580,ICE284hap,918.0,500.0
821,2025-06-02,4,[],02270326116,EJE533apv,1161.0,0.0
22,2025-06-21,5,"[253, 900]",88032898468,EJE533apv,837.0,320.0
881,2025-05-13,8,[946],96102016751,APV440ysv,702.0,290.0
194,2025-06-06,6,[304],83012358273,APV440ysv,465.0,300.0
915,2025-03-12,2,[987],88091613479,EJE533apv,297.0,290.0
232,2025-03-04,7,[123],85100927297,APV440ysv,217.0,290.0
488,2025-04-31,6,"[385, 561, 964]",83051228593,ICE284hap,1377.0,1090.0
221,2025-03-19,3,"[148, 253, 304]",87031491580,EJE533apv,1053.0,750.0
116,2025-06-09,5,"[452, 959, 961]",74010542940,EJE533apv,560.0,940.0
179,2025-04-31,4,[959],68011810139,XEB805tup,1242.0,300.0
328,2025-03-25,3,[],65120677783,XEB805tup,682.0,0.0
487,2025-06-02,3,"[946, 959]",62020111425,APV440ysv,2754.0,590.0
131,2025-03-25,2,"[867, 956, 987]",02270326116,ICE284hap,432.0,730.0
102,2025-06-10,2,[304],89122397942,DQI566ecs,111.0,300.0
594,2025-06-03,5,"[939, 987]",15720759071,ICE284hap,3267.0,790.0
812,2025-04-25,7,"[123, 447]",85100927297,DQI566ecs,620.0,790.0
952,2025-04-04,8,[],88032898468,XEB805tup,351.0,0.0
198,2025-06-03,2,"[452, 946, 978]",96102016751,XEB805tup,54.0,570.0
51,2025-04-15,4,"[148, 447, 978]",88091613479,DQI566ecs,837.0,930.0
0,2025-05-23,6,"[590, 946]",65102880642,APV440ysv,1026.0,450.0
589,2025-06-20,3,[],68011810139,ICE284hap,486.0,0.0
643,2025-03-11,5,[867],79011320010,DQI566ecs,740.0,140.0
601,2025-05-22,6,[304],75020759171,XEB805tup,1161.0,300.0
593,2025-03-11,5,"[385, 561, 939]",87031491580,DQI566ecs,459.0,1290.0
40,2025-06-03,8,"[148, 987]",62020111425,XEB805tup,2970.0,580.0
852,2025-04-18,7,"[447, 959, 978]",96091261059,APV440ysv,805.0,940.0
549,2025-03-11,6,[],83012358273,EJE533apv,248.0,0.0
751,2025-05-06,3,[385],99052424159,ICE284hap,114.0,290.0
403,2025-03-20,3,[],99052424159,DQI566ecs,1254.0,0.0
190,2025-03-20,4,"304, 447]",81050936019,DQI566ecs,1364.0,800.0
576,2025-04-05,1,[],68011810139,EJE533apv,216.0,0.0
511,2025-05-16,4,[987],68011910138,APV440ysv,1404.0,290.0
309,2025-04-22,1,[959],74010542940,XEB805tup,1120.0,300.0
206,2025-04-07,7,"[146, 452, 939]",87031491580,XEB805tup,270.0,1140.0
278,2025-03-29,8,[],83012358273,ICE284hap,1054.0,0.0
246,2025-04-08,6,"[447, 867, 987]",99052424159,DQI566ecs,836.0,930.0
956,2025-03-15,7,"[385, 561, 959]",88032898468,XEB805tup,567.0,1090.0
770,2025-06-18,4,"[961, 964]",85100927297,DQI566ecs,775.0,800.0
292,2025-06-17,1,"[123, 961, 964]",97042365105,ICE284hap,378.0,1090.0
407,2025-03-10,7,"[590, 946, 961]",16102016795,APV440ysv,540.0,950.0
218,2025-05-26,8,[964],74010542940,APV440ysv,1400.0,300.0
905,2025-06-03,5,[123],96091261059,EJE533apv,175.0,290.0
914,2025-03-18,5,"[867, 961, 964]",16102016795,ICE284hap,891.0,940.0
299,2025-05-13,2,"[299, 529, 900, 939, 961]",83012358273,XEB805tup,248.0,1187.0
878,2025-03-27,6,[],65102880642,DQI566ecs,646.0,0.0
526,2025-04-30,8,"[867, 946, 956]",77012675986,XEB805tup,1488.0,730.0
625,2025-03-31,5,"[146, 939, 961]",83051228593,XEB805tup,1377.0,1500.0
235,2025-04-29,7,"[146, 447, 961]",83051228593,DQI566ecs,1188.0,1500.0
248,2025-04-29,3,"[146, 900, 939]",74010542940,ICE284hap,1330.0,1160.0
688,2025-04-10,7,[146],65020111422,XEB805tup,648.0,500.0
860,2025-03-31,1,[946],74010542940,ICE284hap,1540.0,290.0
38,2025-03-15,7,[],87031491580,APV440ysv,783.0,0.0
782,2025-06-10,2,[],77012675986,DQI566ecs,372.0,0.0
363,2025-04-29,3,"[253, 447, 959]",96102016751,ICE284hap,810.0,960.0
462,2025-04-01,2,"[146, 253, 528, 635, 939]",75020759171,APV440ysv,54.0,1169.0
991,2025-06-17,4,[447],89122397942,EJE533apv,518.0,500.0
606,2025-04-22,2,[],65120677783,EJE533apv,713.0,0.0
608,2025-03-11,7,"[452, 961]",96102016751,EJE533apv,729.0,640.0
980,2025-04-29,4,"[148, 387]",89122397942,ICE284hap,592.0,430.0
550,2025-04-15,2,"[148, 978]",65120677783,XEB805tup,434.0,430.0
497,2025-05-21,7,"[146, 452, 978]",65120677783,APV440ysv,1023.0,780.0
86,2025-06-19,6,"[561, 867]",16102016795,APV440ysv,3645.0,640.0
666,2025-04-15,6,[],83012358273,APV440ysv,868.0,0.0
294,2025-06-24,8,"[956, 961, 978]",85100927297,ICE284hap,1023.0,940.0
941,2025-05-17,5,[148],65120677783,ICE284hap,682.0,290.0
944,2025-06-10,1,"[148, 946, 959]",79011320010,EJE533apv,481.0,880.0
466,2025-03-08,1,"[590, 900, 956]",16102016795,XEB805tup,351.0,620.0
379,2025-04-16,0,[],96091261059,DQI566ecs,560.0,0.0
803,2025-06-30,1,"[447, 987]",15720759071,APV440ysv,3510.0,790.0
405,2025-06-17,2,"[590, 867]",15720759071,XEB805tup,3429.0,300.0
381,2025-06-13,1,"[148, 558, 959]",96091261059,ICE284hap,665.0,601.0
791,2025-04-04,6,"[385, 561]",62020111425,ICE284hap,837.0,790.0
274,2025-04-22,2,"[123, 452]",85100927297,XEB805tup,403.0,430.0
10,2025-03-11,8,"[254, 452, 469, 590, 946]",68011810139,ICE284hap,378.0,657.0
498,2025-03-15,2,"[146, 148]",02270326116,APV440ysv,216.0,790.0
841,2025-06-24,7,"[387, 867]",87031491580,DQI566ecs,891.0,280.0
988,2025-06-17,8,"[385, 561, 987]",84731091580,APV440ysv,2079.0,1080.0
844,2025-06-04,7,"[452, 653, 867, 961]",65120677783,EJE533apv,341.0,823.0
613,2025-05-15,8,[],88032898468,APV440ysv,567.0,0.0
747,2025-03-25,2,[],96091261059,XEB805tup,1225.0,0.0
772,2025-04-25,7,"[148, 385, 387]",65020111422,XEB805tup,1350.0,720.0
638,2025-05-26,7,"[561, 987]",77012675986,EJE533apv,1054.0,790.0
188,2025-04-25,7,[385],62020111425,XEB805tup,1782.0,290.0
565,2025-06-04,8,[867],83051228593,EJE533apv,297.0,140.0
58,2025-04-29,7,[961],77012675986,ICE284hap,1240.0,500.0
288,2025-06-17,6,[964],74010542940,ICE284hap,1155.0,300.0
979,2025-05-13,7,"[374, 558, 900]",96091261059,XEB805tup,665.0,235.0
378,2025-06-11,6,[],97042365105,APV440ysv,351.0,0.0
720,2025-06-11,5,"[146, 867]",65020111422,EJE533apv,729.0,640.0
895,2025-03-18,7,[],83051228593,EJE533apv,810.0,0.0
939,2025-05-12,2,[123],68011810139,ICE284hap,324.0,290.0
312,2025-03-19,2,[385],74010542940,EJE533apv,805.0,290.0
448,2025-04-22,5,"[447, 959]",79011320010,XEB805tup,1036.0,800.0
276,2025-06-13,2,"[447, 452]",65120677783,EJE533apv,899.0,640.0
523,2025-06-10,4,[146],97042365105,APV440ysv,189.0,500.0
160,2025-03-11,8,"[146, 946, 987]",89122397942,XEB805tup,740.0,1080.0
29,2025-04-22,2,"[304, 385, 939]",96091261059,XEB805tup,1015.0,1090.0
723,2025-03-27,1,[900],87031491580,DQI566ecs,1539.0,160.0
343,2025-06-10,6,[561],65120677783,ICE284hap,837.0,500.0
557,2025-06-24,2,"[590, 939, 987]",83051228593,ICE284hap,810.0,950.0
283,2025-04-08,5,[],83051228593,XEB805tup,162.0,0.0
971,2025-04-08,7,"[387, 407, 946]",68011810139,XEB805tup,405.0,455.0
876,2025-06-06,1,"[146, 978]",79011320010,XEB805tup,444.0,640.0
929,2025-06-03,2,"[148, 304]",65102880642,APV440ysv,76.0,590.0
506,2025-04-08,6,"[447, 867, 987]",99052424159,DQI566ecs,836.0,930.0
836,2025-06-10,7,"[561, 961, 978]",16102016795,DQI566ecs,3375.0,1140.0
665,2025-05-06,8,"[387, 939]",88091613479,EJE533apv,216.0,640.0
668,2025-05-28,4,"[119, 987]",85100927297,EJE533apv,1054.0,351.0
543,2025-03-17,8,"[946, 964]",88032898468,APV440ysv,783.0,590.0
650,2025-04-22,2,[],83012358273,APV440ysv,930.0,0.0
837,2025-03-10,7,"[590, 946]",96102016751,APV440ysv,540.0,450.0
161,2025-05-27,1,[],74010542940,EJE533apv,1435.0,0.0
323,2025-04-15,2,[],87031491580,XEB805tup,459.0,0.0
610,2025-06-17,5,"[105, 792, 956]",79112415509,ICE284hap,855.0,355.0
424,2025-05-06,8,"[387, 939]",88091613479,EJE533apv,216.0,640.0
165,2025-06-26,4,[],96091261059,DQI566ecs,1015.0,0.0
634,2025-06-17,8,"[123, 676, 900, 956]",88091613479,DQI566ecs,621.0,787.0
56,2025-03-04,3,[304],65020111422,ICE284hap,81.0,300.0
293,2025-04-31,6,[900],85100927297,APV440ysv,930.0,160.0
500,2025-05-24,1,[],65120677783,DQI566ecs,1054.0,0.0
41,2025-06-05,1,"[148, 452, 561]",87031491580,APV440ysv,189.0,930.0
7,2025-03-07,3,[123],87031491580,ICE284hap,216.0,290.0
838,2025-06-13,7,"[590, 987]",77012675986,DQI566ecs,713.0,450.0
310,2025-03-26,8,[148],89122397942,XEB805tup,1480.0,290.0
792,2025-04-26,6,[939],65120677783,APV440ysv,1271.0,500.0
24,2025-05-13,2,[452],77012675986,ICE284hap,372.0,140.0
604,2025-04-26,3,"[123, 978, 987]",77012675986,APV440ysv,1023.0,720.0
503,2025-05-06,8,"[561, 900]",87031491580,DQI566ecs,216.0,660.0
926,2025-06-06,4,[],77012675986,XEB805tup,310.0,0.0
158,2025-04-31,4,[961],77012675986,APV440ysv,1612.0,500.0
923,2025-06-21,8,[],88091613479,ICE284hap,918.0,0.0
428,2025-06-30,3,"[452, 946, 978]",85100927297,ICE284hap,1116.0,570.0
907,2025-05-27,4,"[146, 452, 959]",77012675986,XEB805tup,1178.0,940.0
468,2025-03-04,4,[],02270326116,DQI566ecs,108.0,0.0
347,2025-06-24,2,"[590, 964, 987]",65120677783,XEB805tup,1519.0,750.0
395,2025-03-10,3,"[561, 956]",88091613479,APV440ysv,135.0,800.0
244,2025-04-22,1,"[253, 561, 867]",88032898468,APV440ysv,945.0,800.0
415,2025-03-22,5,[387],88032898468,DQI566ecs,1080.0,140.0
802,2025-05-06,4,"[561, 939]",68011910138,DQI566ecs,1296.0,1000.0
730,2025-06-30,2,"[590, 961]",65102880642,EJE533apv,1140.0,660.0
34,2025-03-22,3,"[452, 961, 978]",68011910138,APV440ysv,351.0,780.0
855,2025-06-24,8,[],99052424159,EJE533apv,1406.0,0.0
301,2025-05-17,4,[],99052424159,APV440ysv,532.0,0.0
124,2025-06-23,3,"[294, 387, 808]",79011320010,ICE284hap,1258.0,221.0
402,2025-05-12,3,[],99052424159,APV440ysv,380.0,0.0
370,2025-06-17,5,"[304, 590, 961]",83051228593,EJE533apv,702.0,960.0
617,2025-03-25,5,"[142, 148, 306, 385, 900]",83012358273,XEB805tup,744.0,815.0
1006,2025-06-10,7,"[280, 964]",99052424159,APV440ysv,532.0,341.0
418,2025-05-06,4,"[253, 946, 987]",68011810139,DQI566ecs,108.0,740.0
168,2025-06-02,7,[],79112415509,DQI566ecs,1620.0,0.0
199,2025-03-19,8,"[123, 387, 900]",83051228593,XEB805tup,1026.0,590.0
948,2025-03-18,7,"[452, 799, 956, 961]",77012675986,XEB805tup,558.0,1013.0
734,2025-03-06,6,[146],74010542940,XEB805tup,280.0,500.0
222,2025-03-04,8,[],79011320010,EJE533apv,296.0,0.0
111,2025-04-04,6,"[123, 385, 956]",65020111422,ICE284hap,270.0,880.0
19,2025-05-23,6,[148],88091613479,DQI566ecs,810.0,290.0
202,2025-03-10,3,"[304, 590, 939]",83051228593,EJE533apv,405.0,960.0
930,2025-06-13,4,[387],96102016751,APV440ysv,675.0,140.0
839,2025-03-25,6,[],96102016751,APV440ysv,1242.0,0.0
663,2025-06-31,3,"[146, 387]",88091613479,APV440ysv,1161.0,640.0
843,2025-03-18,7,"[123, 900]",62020111425,ICE284hap,270.0,450.0
510,2025-04-08,2,[590],97042365105,APV440ysv,270.0,160.0
935,2025-05-17,6,[],77012675986,EJE533apv,558.0,0.0
746,2025-05-28,8,"[253, 769]",65102880642,XEB805tup,1368.0,245.0
445,2025-05-17,5,[956],83012358273,APV440ysv,403.0,300.0
432,2025-06-10,6,"[123, 900]",62020111425,XEB805tup,3348.0,450.0
943,2025-06-24,7,"[148, 939, 978]",84731091580,DQI566ecs,2268.0,930.0
455,2025-04-24,5,[959],65120677783,EJE533apv,1085.0,300.0
98,2025-06-18,3,"[561, 867]",88091613479,APV440ysv,702.0,640.0
848,2025-05-17,6,"[146, 964]",97042365105,APV440ysv,945.0,800.0
750,2025-04-30,7,"[452, 867]",88091613479,ICE284hap,1512.0,280.0
174,2025-04-08,1,[946],83012358273,EJE533apv,434.0,290.0
173,2025-05-16,8,"[387, 447]",74010542940,APV440ysv,735.0,640.0
983,2025-03-26,8,[867],74010542940,XEB805tup,1330.0,140.0
863,2025-04-01,2,[304],85100927297,DQI566ecs,62.0,300.0
39,2025-05-10,6,[],74010542940,ICE284hap,280.0,0.0
330,2025-05-12,7,[590],77012675986,ICE284hap,310.0,160.0
259,2025-03-05,5,"[447, 956, 978]",15720759071,XEB805tup,216.0,940.0
641,2025-06-17,2,"[387, 447, 561]",65102880642,ICE284hap,494.0,1140.0
100,2025-03-29,6,[946],62020111425,EJE533apv,567.0,290.0
480,2025-04-15,2,[939],65102880642,ICE284hap,380.0,500.0
338,2025-06-02,1,"[148, 387]",87031491580,APV440ysv,1107.0,430.0
659,2025-03-11,1,[148],75020759171,APV440ysv,297.0,290.0
139,2025-05-27,3,"[447, 900]",83012358273,EJE533apv,775.0,660.0
847,2025-04-08,2,"[590, 867, 959]",15720759071,ICE284hap,1323.0,600.0
570,2025-05-20,8,"[561, 867]",81050936019,XEB805tup,682.0,640.0
389,2025-06-02,4,[],68011810139,XEB805tup,810.0,0.0
411,2025-05-20,4,[],65120677783,ICE284hap,806.0,0.0
806,2025-06-06,5,"[387, 900]",68011810139,ICE284hap,243.0,300.0
272,2025-03-07,7,[447],96102016751,ICE284hap,324.0,500.0
597,2025-03-08,1,"[387, 561]",96102016751,XEB805tup,351.0,640.0
539,2025-05-05,3,"[128, 148, 561, 868, 900]",83051228593,APV440ysv,1296.0,1037.0
149,2025-03-26,7,"[253, 978]",85100927297,DQI566ecs,1798.0,300.0
796,2025-04-04,1,"[283, 431, 900]",99052424159,ICE284hap,76.0,179.0
243,2025-03-14,1,[561],83051228593,EJE533apv,459.0,500.0
680,2025-04-23,5,[],65020111422,DQI566ecs,1161.0,0.0
857,2025-03-04,3,[959],15720759071,ICE284hap,81.0,300.0
21,2025-06-10,1,"[432, 867, 939, 987]",68011810139,ICE284hap,270.0,975.0
758,2025-06-04,8,[964],62020111425,DQI566ecs,3186.0,300.0
853,2025-04-25,8,"[148, 956]",99052424159,XEB805tup,1634.0,590.0
399,2025-06-28,5,"[900, 939]",81050936019,DQI566ecs,992.0,660.0
263,2025-06-17,3,"[253, 961]",85100927297,DQI566ecs,651.0,660.0
714,2025-06-25,2,"[956, 959]",68011810139,EJE533apv,702.0,600.0
96,2025-03-04,1,"[148, 385, 939]",87031491580,XEB805tup,27.0,1080.0
374,2025-06-03,5,[],99052424159,DQI566ecs,190.0,0.0
65,2025-05-27,4,"[146, 452]",96091261059,ICE284hap,1295.0,640.0
25,2025-03-06,4,"[123, 146, 751, 867]",87031491580,XEB805tup,135.0,959.0
768,2025-06-21,5,"[447, 867]",99052424159,EJE533apv,1026.0,640.0
911,2025-03-25,7,"[304, 561]",74010542940,DQI566ecs,1050.0,800.0
653,2025-03-04,7,[939],65120677783,ICE284hap,217.0,500.0
748,2025-06-19,4,[452],65120677783,ICE284hap,1333.0,140.0
317,2025-06-30,8,[],02270326116,DQI566ecs,1431.0,0.0
846,2025-05-20,8,[],99052424159,XEB805tup,836.0,0.0
925,2025-06-23,2,[],99052424159,ICE284hap,1102.0,0.0
558,2025-04-22,1,"[123, 978]",97042365105,EJE533apv,486.0,430.0
631,2025-06-18,6,"[123, 946, 956]",02270326116,ICE284hap,783.0,880.0
386,2025-05-12,2,"[590, 946]",88032898468,XEB805tup,270.0,450.0
217,2025-03-20,7,[],79112415509,ICE284hap,1260.0,0.0
287,2025-03-11,2,"[939, 964]",65120677783,EJE533apv,341.0,800.0
444,2025-04-17,2,"[164, 186, 387, 959]",88032898468,APV440ysv,918.0,529.0
322,2025-04-05,8,"[946, 959, 987]",99052424159,APV440ysv,380.0,880.0
377,2025-03-27,6,[],85100927297,XEB805tup,1984.0,0.0
182,2025-04-15,5,[],96102016751,EJE533apv,540.0,0.0
873,2025-03-08,3,"[253, 956, 987]",65020111422,EJE533apv,162.0,750.0
129,2025-06-10,3,"[561, 590]",15720759071,EJE533apv,3375.0,660.0
713,2025-05-20,1,"[253, 304, 590]",97042365105,ICE284hap,972.0,620.0
749,2025-06-28,5,"[148, 978, 987]",97042365105,EJE533apv,810.0,720.0
372,2025-04-23,5,"[121, 124, 146, 148]",83051228593,DQI566ecs,999.0,831.0
254,2025-04-08,3,"[385, 900]",65102880642,EJE533apv,304.0,450.0
801,2025-05-09,2,"[761, 961, 978]",81050936019,EJE533apv,93.0,669.0
162,2025-05-13,4,"[146, 946, 956]",88091613479,ICE284hap,324.0,1090.0
972,2025-03-26,6,"[946, 964, 987]",87031491580,DQI566ecs,1512.0,880.0
28,2025-05-19,1,"[447, 946, 961]",65020111422,XEB805tup,378.0,1290.0
183,2025-05-19,1,"[148, 964]",77012675986,ICE284hap,589.0,590.0
869,2025-05-27,7,[],75020759171,ICE284hap,1350.0,0.0
877,2025-06-10,2,"[146, 561]",65102880642,DQI566ecs,190.0,1000.0
879,2025-03-18,1,[900],89122397942,APV440ysv,1036.0,160.0
1005,2025-06-02,5,"[867, 907]",96102016751,DQI566ecs,1674.0,141.0
417,2025-03-10,4,[],87031491580,APV440ysv,324.0,0.0
862,2025-05-27,7,"[123, 304]",79011320010,XEB805tup,999.0,590.0
78,2025-05-16,1,"452, 946, 961]",02270326116,XEB805tup,459.0,930.0
891,2025-04-25,2,"[187, 452, 590, 787, 959]",68011810139,EJE533apv,1053.0,689.0
211,2025-03-06,7,"[978, 987]",89122397942,EJE533apv,444.0,430.0
728,2025-06-04,8,[],96091261059,DQI566ecs,455.0,0.0
697,2025-05-27,4,"[123, 561, 590]",81050936019,DQI566ecs,837.0,950.0
108,2025-06-28,6,"[123, 452]",96102016751,ICE284hap,1242.0,430.0
346,2025-04-25,5,[561],96091261059,DQI566ecs,1365.0,500.0
314,2025-06-28,6,"[590, 956, 987]",16102016795,ICE284hap,3834.0,750.0
311,2025-05-06,6,"[387, 961]",97042365105,DQI566ecs,162.0,640.0
280,2025-03-07,2,"[304, 946, 964]",65120677783,APV440ysv,279.0,890.0
148,2025-04-15,1,"[387, 946, 961]",83051228593,ICE284hap,621.0,930.0
467,2025-05-05,7,"[304, 385, 452]",65102880642,DQI566ecs,1444.0,730.0
143,2025-04-26,3,"[956, 987]",84731091580,ICE284hap,1134.0,590.0
701,2025-04-16,4,"[148, 978, 987]",02270326116,ICE284hap,621.0,720.0
421,2025-06-24,1,"[387, 561, 987]",96091261059,ICE284hap,875.0,930.0
94,2025-04-01,1,[123],65120677783,APV440ysv,31.0,290.0
517,2025-03-04,6,"[123, 146, 370, 964]",99052424159,APV440ysv,228.0,1107.0
204,2025-04-07,6,[],75020759171,ICE284hap,378.0,0.0
327,2025-05-20,8,"[946, 978]",89122397942,APV440ysv,1443.0,430.0
357,2025-04-05,8,[],81050936019,EJE533apv,279.0,0.0
649,2025-04-07,8,"[939, 946]",77012675986,EJE533apv,620.0,790.0
809,2025-05-01,7,"[867, 964]",96091261059,XEB805tup,1820.0,440.0
216,2025-03-07,7,"[253, 387, 590]",16102016795,ICE284hap,324.0,460.0
